nombre,numero,descripcion,url,idioma,topico
Tabular um texto,21,Nesta página você aprenderá a tabular texto no Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Espaçamento do Word 2010,22,Nesta página você encontrará informações acerca de como usar o espaçamento no word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Configurar o espaçamento de um texto,23,Siga os passos indicados para configurar o espaçamento de seu texto.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Como alterar o espaçamento dos parágrafos?,24,Aqui você aprenderá a configurar os espaços entre parágrafos usando alguns passos bem simples.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir Marcadores,25,"Nesta página veremos os passos necessários para incluir marcadores no Word 2010.
",https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Editar os marcadores do Word 2010,26,Veja aqui como editar os marcadores do Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Mudar a cor dos marcadores,27,"Nesta página você aprenderá como mudar a cor dos marcadores. 

",https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Como criar listas com vários níveis,28,"Nesta página você verá os passos para criar listas de vários níveis no Word 2010.
",https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir quebras de página,29,Esta página contem os passos para inserir quebras de página em um documento do Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Excluir uma quebra de página existente,30,Nesta página você encontrará os passos para excluir uma quebra de página do seu documento.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Organizar o texto do documento em colunas,31,Nesta página você aprenderá organizar o texto de seu documento em colunas.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Incluir quebras em coluna,32,Nesta página você aprenderá a incluir quebras de coluna.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir hiperlinks dentro de um documento,33,Nesta página você aprenderá a inserir hiperlinks dentro de um documento.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir formas no Word 2010,34,Nesta página você encontrará os passos para inserir formas no Word 2010 e assim deixar seus documentos mais atrativos.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Alterar o tamanho da forma,35,Nesta página você aprenderá a alterar o tamanho das formas no word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Alterar a ordem das formas,36,"Nesta página você aprenderá como alterar a ordem das formas para poder posicionar uma atrás da outra ou ao contrário. 
",https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Mudar uma forma,37,Nesta página você aprenderá a mudar a forma por uma diferente no Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Alterar o estilo e a cor de preenchimento da forma,38,Nesta página você aprenderá como mudar o estilo e a cor do preenchimento da forma,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Dar efeitos de sombra para as formas,39,Nesta página estão os passos que você deve seguir para por efeitos de sombra em suas formas do word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir caixas de texto,40,Nesta página estão os passos que devem ser seguidos para inserir caixas de texto no Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Mover e mudar o tamanho da caixa de texto,41,Nesta página você aprenderá a mover e a alterar o tamanho de uma caixa de texto que foi inserida no seu documento do Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Aplicar um estilo rápido ao texto,42,"É possível alterar e agregar afeitos nas letras que estão dentro das caixas de texto usando uma ferramenta chamada WordArt. Isto permite deixar a aparência do texto mais interessantes e chamativas. Veja...
",https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Criar efeitos de texto,43,Nesta página você aprenderá a criar efeitos para seus textos do word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir imagens no Word 2010,44,Esta página contem os passos para inserir imagens no word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Como usar o Clip-Art,45,Nesta página você aprenderá o que é e para que serve o comando Clip-Art do Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Capturar uma tela no Word 2010,46,Nesta página você aprenderá como fazer uma captura de tela no Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Ferramentas para editar imagens,47,Nesta página você conhecerá as ferramentas de edição de imagens do word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Os estilos do Word 2010,48,Esta página contem informações acerca dos estilos do word 2010. O que são e como aplicar?,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Alterar os estilos no Word 2010,49,Nesta página você aprenderá como alterar os estilos aplicados nos seus documentos do Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Criar um estilo no Word 2010,50,"Nesta página você aprenderá a criar um estilo próprio, combinando a fonte, a cor e o tamanho que você prefere.
",https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Os temas do Word 2010,51,Nesta página você conhecerá os temas do word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Salvar um tema no Word 2010.,52,Aqui você aprenderá a salvar um tema no Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir cabeçalhos e Rodapé,53,Nesta página você terá acesso aos passos para inserir cabeçalhos e rodapés nos seus documentos do Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Como inserir um Rodapé no Word 2010?,54,Nesta página você aprenderá inserir um rodapé no Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Informações complementares,55,Aqui você terá acesso a algumas recomendações importantes para inserir o seu cabeçalho ou rodapé.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Usando a função Controlar Alterações do Word,56,"Aqui você verá como revisar os documentos do Word 2010 utilizando diferentes ferramentas: Controlar Alterações, Novo comentários e comparar versões de um mesmo arquivo.",https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Ativar a função Controlar Alterações,57,Nesta página você conhecerá os passos para ativar a função Controlar Alterações.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Como incluir comentários no Word 2010?,58,Nesta página veremos como incluir comentários no Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Informações adicionais,59,Nesta página você verá alguns aspectos adicionais para fazer a revisão e para inserir comentários.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Função Comparar do Word 2010,60,Nesta página você encontrarás informações para poder Comparar documentos no Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inspecionar documentos,61,Nesta página você aprenderá a inspecionar documentos do Word 2010.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir tabelas,62,"Aqui você verá passo a passo o que é necessário para inserir tabelas no Word 2010.
",https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Como transformar um texto em tabela?,63,Nesta página você verá as instruções que você deve seguir para transformar um texto em tabela. Assim você poderá fazer este processo de uma forma mais simples e rápida.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir e excluir colunas e linhas,64,Esta página contem os passos para inserir e excluir colunas e linhas em uma tabela já criada.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Estilo para tabela do Word,65,É possível personalizar suas tabelas com diversos formatos.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Modelos para documentos novos,66,Nesta página você verá os passos necessários para criar documentos no Word 2010 usando modelos pré-definidos.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Inserir informações dentro de um modelo,67,Instruções para inserir informações dentro de um modelo.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
Salvar um modelo no Word 2010,68,Veja como salvar um modelo no Word 2010 que você alterou para tê-lo disponível quando precisar.,https://edu.gcfglobal.org//pt/microsoft-word-2010/,Portugues,microsoft-word-2010
