nombre,numero,descripcion,url,idioma,topico
Editar imagens,20,Aprenda a ajustar a posição de uma imagem num texto do Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Formatando imagens,21,Aprenda a ajustar e a fazer correções nas imagens que estão nos seus documentos do Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Gráficos,22,Aprenda a inserir gráficos no word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Personalizar seus gráficos,23,Veja de forma bem simples como personalizar seus gráficos no Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Transformar um texto em tabela,24,Nesta página você aprenderá a transformar um texto em tabela no Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Inserir colunas e linhas nas tabelas,25,Aprenda como inserir colunas e linhas em uma tabela no seu documento do Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Inserir Planilha,26,Aprende a inserir planilhas do Excel nos seus documentos do Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Inserir Sumário,27,"Aprenda a fazer e a configurar de forma simples, um sumário no Word 2016.",https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Bibliografia,28,Veja como é fácil inserir e editar uma referência bibliográfica no Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Corrigir erros ortográficos,29,Aprende a configurar o corrector de ortografia do Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Revisão da gramática e ortografia,30,Aprenda a revisar a ortografia e a gramática do seu documento.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Dicionário de sinônimos,31,Aprenda a buscar e a inserir sinónimos nas palavras dos seus documentos do word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Controle de Alterações,32,Veja como funciona o controle de alterações de documentos no Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Configurar o Controle de Alterações,33,É muito fácil configurar as alterações que estão no documento do Word 2016. Veja como podemos trabalhar com este grupo de funções.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Comentários,34,Fazer um comentário num documento do Word 2016 lhe permite melhorar a forma de trabalhar em grupo.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Comparar documentos,35,Aprende a comparar um documento no Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Idioma e tradução,36,Veja outras funções que lhe permitem melhorar a revisão e seguimento dos seus documentos do Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Barra de acesso rápido,37,Conheça as funções e as vantagens de usar a barra de acesso rápido do Word 2016,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Ferramentas de localização no Word,38,Conheça a função da ferramenta Localizar e veja como melhorar sua experiência no Word 2016.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Opção Diga-me o que você deseja fazer?,39,Diga-me o que você deseja fazer? é uma função que te ajuda a encontrar as ferramentas e outras funções do Word 2016. Aprende aqui como usá-la.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Ferramenta Equação,40,A ferramenta Equação do Word 2016 é ideal para inserir fórmulas matemáticas aos seus documentos. Nesta página você aprenderá a usá-la corretamente.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Hiperlinks,41,Aprenda a inserir hiperlinks no Word 2016 de forma prática e simples.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Loja do Office,42,Conheça as novidades da loja office 2016 e como usá-la.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Compartilhar documentos,43,"É possível melhorar sua forma de revisar seus documentos e também de compartilhá-los com outras pessoas. Veja aqui como proceder.
",https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
O Word no Mac,44,Conheça como funciona o Word 2016 no Mac IOS.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Trabalhando com o Word Online,45,"Outra facilidade que nos apresenta o Office, caso não tenhamos um computador com o programa, é usá-lo de forma online. Veja aqui como proceder.",https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Skype para o Word online,46,Aprenda a usar o skype corporativo na versão do Word Online.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
Word para iPhone,47,Conheça as características da interface do Word 2016 para aparelhos iPhone.,https://edu.gcfglobal.org//pt/word-2016/,Portugues,word-2016
