name,link,course,courseLink,description
Multiply by 1-digit numbers,/math/cc-fourth-grade-math/imp-multiplication-and-division-2,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"This unit will teach you all about multiplying by 1-digit numbers using the distributive property, area models, and multiples of 10. With these tools in your math toolkit, you'll be a multiplication master in no time. So what are you waiting for? Let's dive in!"
Multiply by 2-digit numbers,/math/cc-fourth-grade-math/multiplying-by-2-digit-numbers,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"Just when you thought multiplication couldn't get any more exciting, we're throwing 2-digit numbers into the mix! We'll explore different strategies like area models, partial products, and estimation to make sure you're ready to multiply any 2-digit number by another 2-digit number!"
Division,/math/cc-fourth-grade-math/division,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"Do you like breaking things apart? Then you're going to love learning about division! We'll use place value, area models, and estimation techniques to make dividing by 1-digit numbers a breeze. In this unit, you will even get the inside scoop on what to do when there's a pesky remainder left over."
"Factors, multiples and patterns",/math/cc-fourth-grade-math/imp-factors-multiples-and-patterns,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"In this unit, you'll learn all about how numbers can be broken down into different factor pairs. You'll also get to investigate which numbers are prime and which are composite. But that's not all! You'll also get to explore how shapes and numbers can be arranged in different patterns!"
Equivalent fractions and comparing fractions,/math/cc-fourth-grade-math/comparing-fractions-and-equivalent-fractions,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"You already know that fractions can be broken into parts, but did you know that different fractions can be equivalent? In this lesson, you'll learn all about equivalent fractions and how to compare them. With the help of models, number lines, and benchmark fractions, you'll be a fraction master in no time!"
Add and subtract fractions,/math/cc-fourth-grade-math/imp-fractions-2,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"It's time to tackle fractions! From common denominators to unlike denominators, this unit will teach you everything you need to know to add and subtract them confidently. Get ready to show those fractions who's boss!"
Multiply fractions,/math/cc-fourth-grade-math/4th-multiply-fractions,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"Do you love solving math puzzles? Then you're going to love learning how to multiply fractions! From multiplying fractions and whole numbers to using fraction models and number lines, this unit will give you all the tools you need to multiply any type of fraction - including mixed numbers!"
Understand decimals,/math/cc-fourth-grade-math/imp-decimals,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"Ready to tackle decimals? You'll be amazed at how easy they are to understand when you use grids and number lines. Once you know how to place decimals to tenths and hundredths place on the number line, you'll learn how to compare them and write decimals as fractions."
Plane figures,/math/cc-fourth-grade-math/plane-figures,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Measuring angles,/math/cc-fourth-grade-math/imp-geometry-2,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Area and perimeter,/math/cc-fourth-grade-math/area-perimeter,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!"
Units of measurement,/math/cc-fourth-grade-math/imp-measurement-and-data-2,4th grade,https://en.khanacademy.org/math/cc-fourth-grade-math,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length. "
Decimal place value,/math/cc-fifth-grade-math/imp-place-value-and-decimals,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Add decimals,/math/cc-fifth-grade-math/imp-addition-and-subtraction-3,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Want to become a decimal dynamo? This unit will help you get there! You'll learn how to add decimals to tenths and hundredths, and discover how common fractions can give you a leg up."
Subtract decimals,/math/cc-fifth-grade-math/subtract-decimals,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"You've got adding decimals down, but what about subtracting them? In this unit, you'll learn how to do just that, mastering the tenths and hundredths places. And with the help of some handy hundredths blocks visuals, you'll be a decimal subtraction pro in no time."
Add and subtract fractions,/math/cc-fifth-grade-math/imp-fractions-3,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"It's time to tackle fractions! From common denominators to unlike denominators, this unit will teach you everything you need to know to add and subtract them confidently. Get ready to show those fractions who's boss!"
Multi-digit multiplication and division,/math/cc-fifth-grade-math/multi-digit-multiplication-and-division,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Ready to take your multiplication and division skills to the next level? This unit will show you how to tackle multi-digit problems like a pro, using estimation, the standard algorithm, and some handy tricks with factors of 10."
Multiply fractions,/math/cc-fifth-grade-math/5th-multiply-fractions,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Why have just one way to multiply fractions when you can have four? Learn how to use number lines, the fraction model, the area model, and word problems to multiply fractions like a pro."
Divide fractions,/math/cc-fifth-grade-math/divide-fractions,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Let's tackle dividing fractions! From breaking up fractions by whole numbers to dividing whole numbers by fractions, we'll learn it all. Plus, we'll practice with word problems and visuals to really nail down the concepts.
"
Multiply decimals,/math/cc-fifth-grade-math/imp-multiplication-and-division-3,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication. "
Divide decimals,/math/cc-fifth-grade-math/divide-decimals,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Powers of ten,/math/cc-fifth-grade-math/powers-of-ten,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Volume,/math/cc-fifth-grade-math/5th-volume,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Coordinate plane,/math/cc-fifth-grade-math/imp-geometry-3,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Algebraic thinking,/math/cc-fifth-grade-math/imp-algebraic-thinking,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Converting units of measure,/math/cc-fifth-grade-math/imp-measurement-and-data-3,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Line plots,/math/cc-fifth-grade-math/line-plots,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems."
Properties of shapes,/math/cc-fifth-grade-math/properties-of-shapes,5th grade,https://en.khanacademy.org/math/cc-fifth-grade-math,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique."
Ratios,/math/cc-sixth-grade-math/cc-6th-ratios-prop-topic,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"Ratios let us see how two values relate, especially when the values grow or shrink together. From baking recipes to sports, these concepts find their way into our lives on a daily basis."
Arithmetic with rational numbers,/math/cc-sixth-grade-math/cc-6th-arithmetic-operations,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"The most fundamental branch of math is arithmetic operations. It consists of adding, subtracting, multiplying, and dividing numbers. By this point, performing these operations on whole numbers might be a piece of cake, but now we'll mix those numbers up with decimals and fractions. Get ready to slice and dice!"
Rates and percentages,/math/cc-sixth-grade-math/x0267d782:cc-6th-rates-and-percentages,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,Rates and percentages are a new and exciting real world application of arithmetic! They come up frequently in everyday life—from figuring out sale prices to calculating tips at restaurants. These are concepts you can actually use every day!
Exponents and order of operations,/math/cc-sixth-grade-math/x0267d782:cc-6th-exponents-and-order-of-operations,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"You've already heard of adding, subtracting, multiplying, and dividing. Ready for a new operation? Exponents take multiplication to a whole new level."
Negative numbers,/math/cc-sixth-grade-math/cc-6th-negative-number-topic,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"Negative numbers are a necessary part of our understanding of mathematics and the world. Negative does not mean ""bad."" It's just changing the same amount, but in the opposite direction, like getting cooler instead of warmer. Absolute value tells us the amount of the change without the direction."
Variables & expressions,/math/cc-sixth-grade-math/cc-6th-expressions-and-variables,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"A variable is a symbol that represents a value, often one that changes, like how long you've been awake. Learn ways that we can change an expression's value (such as by changing the values of its variables) or keep the value the same (such as with the distributive property)."
Equations & inequalities,/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"Solving equations is a superpower. It means we can model a situation with an equation in any way that makes sense to us, even with an unknown value in the middle. Inequalities are for situations with many true options, like how many pages I can send in my letter using just 1 stamp."
Plane figures,/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"In this unit, you'll become an expert on plane figures! You'll learn how to find the area of parallelograms and triangles, and even take on the challenge of composite figures. You'll also get some practice finding missing lengths and breaking down shapes into simpler parts. Get ready to show those plane figures who's boss!"
Coordinate plane,/math/cc-sixth-grade-math/x0267d782:coordinate-plane,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"A coordinate plane is a two-dimensional grid, typically with an x-axis and a y-axis, that allows us to visually represent and locate points in space. Just like on the number line, the coordinate plane can show positive and negative values. Just look for their position to the left, right, above, or below the origin."
3D figures,/math/cc-sixth-grade-math/cc-6th-geometry-topic,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"2D figures have area and perimeter to describe the measurements of their interiors and exteriors. With 3D figures, we use volume and surface area for the same ideas. We'll find fractional volumes using cubes with fractional side lengths. For surface area, we'll add the areas of each outside face."
Data and statistics,/math/cc-sixth-grade-math/cc-6th-data-statistics,6th grade,https://en.khanacademy.org/math/cc-sixth-grade-math,"Let's collect and use data to make smart predictions about the world around you! You'll learn how to compare outcomes, to visualize the shape of the data, and to pick a graph type that shows its key features."
Negative numbers: addition and subtraction,/math/cc-seventh-grade-math/cc-7th-negative-numbers-add-and-subtract,7th grade,https://en.khanacademy.org/math/cc-seventh-grade-math,"Add and subtract negative numbers, and see how absolute value can be used to find the distance between any two numbers on the number line."
Negative numbers: multiplication and division,/math/cc-seventh-grade-math/cc-7th-negative-numbers-multiply-and-divide,7th grade,https://en.khanacademy.org/math/cc-seventh-grade-math,"Learn to multiply and divide negative numbers. Once you've got the basics down, we'll revisit fractions, exponents, and order of operations but this time with negatives!"
"Fractions, decimals, & percentages",/math/cc-seventh-grade-math/cc-7th-fractions-decimals,7th grade,https://en.khanacademy.org/math/cc-seventh-grade-math,"In these tutorials, we'll explore the number system. We'll convert fractions to decimals, operate on numbers in different forms, meet complex fractions, and identify types of numbers. We'll also solve interesting word problems involving percentages (discounts, taxes, and tip calculations)."
Rates & proportional relationships,/math/cc-seventh-grade-math/cc-7th-ratio-proportion,7th grade,https://en.khanacademy.org/math/cc-seventh-grade-math,Learn all about proportional relationships. How are they connected to ratios and rates? What do their graphs look like? What types of word problems can we solve with proportions?
"Expressions, equations, & inequalities",/math/cc-seventh-grade-math/cc-7th-variables-expressions,7th grade,https://en.khanacademy.org/math/cc-seventh-grade-math,Bring on the algebra! Learn how to manipulate expressions and solve equations and inequalities.
Geometry,/math/cc-seventh-grade-math/cc-7th-geometry,7th grade,https://en.khanacademy.org/math/cc-seventh-grade-math,"Geometric shapes are all around us. The world is built with them. In this series of tutorials and exercises you'll become familiar with Euclidean geometry and terms like segments, scale drawings, parts of a circle, area, volume, angles, and geometric figures."
Statistics and probability,/math/cc-seventh-grade-math/cc-7th-probability-statistics,7th grade,https://en.khanacademy.org/math/cc-seventh-grade-math,"This introduction to probability and statistics explores probability models, sample spaces, compound events, random samples, and a whole lot more."
Numbers and operations,/math/cc-eighth-grade-math/cc-8th-numbers-operations,8th grade,https://en.khanacademy.org/math/cc-eighth-grade-math,"You already know lots of types of numbers, like integers, decimals, and fractions. You also can use several operations, like subtraction and absolute value. Let's learn about another type of numbers, irrational numbers, and deepen our understanding of the power operation."
Solving equations with one unknown,/math/cc-eighth-grade-math/cc-8th-solving-equations,8th grade,https://en.khanacademy.org/math/cc-eighth-grade-math,"Let's take your equation-solving skills to the next level! You'll learn all the strategies you need to confidently tackle problems with variables on both sides, parentheses, and more. Plus, you'll get plenty of practice with word problems to really solidify your understanding."
Linear equations and functions,/math/cc-eighth-grade-math/cc-8th-linear-equations-functions,8th grade,https://en.khanacademy.org/math/cc-eighth-grade-math,"When distances, prices, or any other quantity in our world changes at a constant rate, we can use linear functions to model them. Let's learn how different representations, including graphs and equations, of these useful functions reveal characteristics of the situation."
Systems of equations,/math/cc-eighth-grade-math/cc-8th-systems-topic,8th grade,https://en.khanacademy.org/math/cc-eighth-grade-math,"If one line is useful, let's see what we can do with two lines. In this unit, we learn how to write systems of equations, solve those systems, and interpret what those solutions mean in a real-world context."
Geometry,/math/cc-eighth-grade-math/cc-8th-geometry,8th grade,https://en.khanacademy.org/math/cc-eighth-grade-math,"In this topic, we'll learn about special angles, such as angles between intersecting lines and triangle angles. Next, we'll learn about the Pythagorean theorem. Finally, we'll find volume of curved 3D shapes like spheres, cones, and cylinders."
Geometric transformations,/math/cc-eighth-grade-math/geometric-transformations,8th grade,https://en.khanacademy.org/math/cc-eighth-grade-math,"We say two numerical expressions are equivalent when they have the same value. How do we decide when two shapes are the same? We'll explore some moves, like flips and slides, that keep a shape the same, and some other moves that change it."
Data and modeling,/math/cc-eighth-grade-math/cc-8th-data,8th grade,https://en.khanacademy.org/math/cc-eighth-grade-math,"Linear models are great, but real life data doesn't always line up perfectly. Lines of best fit come to the rescue to find a model that's closest to the data. We'll also look for patterns in catagorical data. Do neighborhoods with farmers' markets have different health outcomes than those without?"
Early math review,/math/early-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
Kindergarten,/math/cc-kindergarten-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
1st grade,/math/cc-1st-grade-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
2nd grade,/math/cc-2nd-grade-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
3rd grade,/math/cc-third-grade-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
4th grade,/math/cc-fourth-grade-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
5th grade,/math/cc-fifth-grade-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
6th grade,/math/cc-sixth-grade-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
7th grade,/math/cc-seventh-grade-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
8th grade,/math/cc-eighth-grade-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
3rd grade foundations (Eureka Math/EngageNY) ,/math/3rd-grade-foundations-engageny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
4th grade foundations (Eureka Math/EngageNY) ,/math/4th-grade-foundations-engageny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
5th grade foundations (Eureka Math/EngageNY) ,/math/5th-grade-foundations-engageny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
6th grade foundations (Eureka Math/EngageNY),/math/6th-grade-foundations-engageny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
7th grade foundations (Eureka Math/EngageNY),/math/7th-grade-foundations-engageny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
8th grade foundations (Eureka Math/EngageNY),/math/8th-grade-foundations-engageny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
3rd grade (Eureka Math/EngageNY),/math/3rd-engage-ny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
4th grade (Eureka Math/EngageNY),/math/4th-engage-ny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
5th grade (Eureka Math/EngageNY),/math/5th-engage-ny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
6th grade (Eureka Math/EngageNY),/math/6th-engage-ny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
7th grade (Eureka Math/EngageNY),/math/7th-engage-ny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
8th grade (Eureka Math/EngageNY),/math/8th-engage-ny,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
6th grade (Illustrative Mathematics),/math/6th-grade-illustrative-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
7th grade (Illustrative Mathematics),/math/7th-grade-illustrative-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
8th grade (Illustrative Mathematics),/math/8th-grade-illustrative-math,Math: pre-k - 8th grade,https://en.khanacademy.org/math/k-8-grades,
Algebra foundations,/math/algebra/x2f8bb11595b61c86:foundation-algebra,Algebra 1,https://en.khanacademy.org/math/algebra,"Why did humans invent algebra in the first place? Let's look at the history and beauty of algebra, and review some fundamental ideas and tools we'll use throughout the course."
