nombre,numero,descripcion,url,idioma,topico
Criar fórmulas com referências absolutas,30,"Nesta página você aprenderá o que é e, como usar fórmulas com referências absolutas. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 4,31,Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
O que é uma função do Excel?,32,"Nesta página você aprenderá o que é uma função do Excel. Também veremos como trabalhar com alguns argumentos básicos. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Como criar uma função básica,33,Nesta página você aprenderá a criar funções básicas no excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Biblioteca de funções,34,Nesta página você verá o que é uma biblioteca de funções e como usalá-la.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Usando a Biblioteca de funções,35,"Nesta página você aprenderá a usar a biblioteca de funções.
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Comando Inserir Função,36,"Nesta página você aprenderá como usar o comando inserir função. Desta maneira, poderá encontrar as funções necessárias para seu trabalho apenas informando sua descrição.",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 5,37,"Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Classificação de dados em ordem alfabética,38,Nesta página você aprenderá como fazer uma classificação básica de dados no Excel 2010 e como organizar suas informações em ordem alfabética.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
"Classificar os dados por número, hora ou data",39,"Nesta página você aprenderá como classificar os dados de sua planilha numéricamente. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Classificar os datos usando critérios personalizados,40,Nesta página você aprenderá a classificar os dados de sua planilha usando seus próprios critérios.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
"Classificar por cor de célula, fonte ou ícone",41,"Passos para classificar seus dados por cor de fonte, por cor de célula, fonte oi ícone.",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Classificar dados usando vários níveis,42,"Nesta página você aprenderá a organizar dados usando múltiplos níveis. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Agrupar os dados de uma planilha,43,"Nesta página você aprenderá a agrupar dados usando o comando Subtotal.
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Mostrar ou ocultar dados,44,"Nesta página você aprenderá a ocultar e mostrar um grupo de dados. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Grupos por níveis,45,Nesta página você aprenderá a ver os grupos por níveis.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Desagrupar dados e eliminar Subtotais?,46,"Nesta página você aprenderá a desagrupar dados e eliminar o cálculo de subtotais. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Como criar e controlar seus próprios grupos,47,"Nesta página você aprenderá a criar e controlar seu próprio grupo.
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 6,48,Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Filtros do Excel 2010,49,Nesta página você aprenderá sobre os filtros no Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Acrescentar mais de um filtro em sua planilha,50,Nesta página você aprenderá como acrescentar mais de um filtro em sua planilha.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Filtrar usando a opção pesquisar,51,Nesta página você aprenderá como usar filtros usando a opção pesquisar.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Filtros avançados de textos,52,"Nesta página você aprenderá como filtrar os dados de sua planilha por textos. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Filtros avançados por data,53,Nesta página você aprenderá como usar filtros avançados por data.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Filtros avançados por números,54,Nesta página você aprenderá a utilizar filtros avançados por números.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Como apagar um filtro,55,Nesta página você aprenderá como apagar um filtro da sua planilha.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 7,56,Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Configurando tabelas,57,Nesta página você aprenderá como configurar tabelas.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Alterar tabelas – Agregar linhas e colunas,58,Nesta página você aprenderá a alterar tabelas e a agregar linhas e colunas.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Como alterar o estilo e as opções da tabela,59,Nesta página você aprenderá a alterar o estilo da tabela.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 8,60,Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Trabalhando com gráficos,61,Nesta página você conhecerá os diferentes tipos de gráficos que o Excel oferece para organizar informações.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Como identificar as partes de um gráfico,62,Nesta página você aprenderá a identificar as partes de um gráfico.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Crie seus próprios gráficos,63,Nesta página você aprenderá a criar os seus próprios gráficos.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
As ferramentas dos gráficos,64,Nesta página você aprenderá a identificar as ferramentas dos gráficos,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Alterar a ordem dos dados e da apresentação,65,"Nesta página você aprenderá a alterar os dados e a apresentação dos gráficos.  
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Alterar o estilo do gráfico,66,Nesta página você aprenderá a alterar o estilo do gráfico.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 9,67,Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
O que é uma formatação condicional?,68,"Nesta página você aprenderá a criar regras para criar formatações condicionais.
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Formatação condicional predeterminada,69,"Nesta página você aprenderá como aplicar formatações condicionais predeterminadas aos dados da sua planilha. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Excluir as regras de formatação condicional,70,Nesta página você aprenderá como retirar as regras de formatação condicional aplicadas aos dados de sua planilha.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 10,71,Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
O que é e como criar uma tabela dinâmica?,72,Nesta página você aprenderá o que é e como criar uma tabela dinâmica.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Adicionar campos a uma tabela dinâmica,73,Nesta página você aprenderá como adicionar campos a uma tabela dinâmica.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Como alterar os dados na tabela dinâmica,74,Nesta página você aprenderá a trabalhar com dados nas tabelas dinâmicas.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Incluir rótulos de coluna a uma tabela,75,Nesta página você aprenderá a incluir rótulos de coluna em uma tabela dinâmica.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
O que é uma segmentação de dados?,76,Nesta página você aprenderá o que é e como funciona a segmentação de dados no excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Como usar a segmentação de dados?,77,"Nesta página você aprenderá como usar a segmentação de dados. 
",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
O que são e como criar gráficos dinâmicos?,78,Nesta página você aprenderá o que são e como criar gráficos dinâmicos.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 11,79,Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Para que serve um teste de hipóteses?,80,Nesta página você verá para que serve um teste de hipóteses no Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
A ferramenta atingir meta,81,"Nesta página você aprendera a usar a ferramenta atingir metas. Com ela, será possível saber qual é taxa máxima de juros que você pagará em seu empréstito.",https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Ferramentas de análise Gerenciador de cenários,82,Nesta página você aprenderá para que serve e como usar a ferramenta de análise Gerenciador de cenários do Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste de Excel 2010: parte 12,83,Teste os conhecimentos adquiridos na última seção do curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
Teste Final Excel 2010,84,Teste os conhecimentos adquiridos no curso de Excel 2010.,https://edu.gcfglobal.org//pt/microsoft-excel-2010/,Portugues,microsoft-excel-2010
