nombre,numero,descripcion,url,idioma,topico
Aplicaciones y sitios web para realizar diagramas de flujo,19,Te presentamos algunas aplicaciones gratuitas para crear diagramas de flujo. ¡Mira los primeros pasos en cada una para crear tus flujogramas!,https://edu.gcfglobal.org/es/conceptos-basicos-de-programacion/,Espanol,conceptos-basicos-de-programacion
Conceptos para entender los diagramas flujo,20,"Conoce brevemente qué son los algoritmos, decisiones, secuencias, ciclos y condicionales, y en qué se relacionan a los diagramas de flujo.",https://edu.gcfglobal.org/es/conceptos-basicos-de-programacion/,Espanol,conceptos-basicos-de-programacion
Lenguaje de programación,21,Aquí encontrarás qué son los lenguajes de programación y cuáles son los más usados.,https://edu.gcfglobal.org/es/conceptos-basicos-de-programacion/,Espanol,conceptos-basicos-de-programacion
¿Debería aprender programación?,22,"Programar es una herramienta útil en el actual mercado laboral, pero no necesariamente es la mejor opción para todos. Veamos porqué.",https://edu.gcfglobal.org/es/conceptos-basicos-de-programacion/,Espanol,conceptos-basicos-de-programacion
Diferencias entre software de código libre y código cerrado,23,Veamos cuáles son las principales características y diferencias de los softwares de código libre y código cerrado​.,https://edu.gcfglobal.org/es/conceptos-basicos-de-programacion/,Espanol,conceptos-basicos-de-programacion
Clasificación y usos de los lenguajes de programación,24,Conoce la clasificación de los lenguajes de programación y aprende sobre las funciones y características de algunos de los lenguajes de programación más populares.,https://edu.gcfglobal.org/es/conceptos-basicos-de-programacion/,Espanol,conceptos-basicos-de-programacion
Test Informática Avanzada ,25,Descubre qué tanto aprendiste sobre algoritmos y lenguajes de programación.,https://edu.gcfglobal.org/es/conceptos-basicos-de-programacion/,Espanol,conceptos-basicos-de-programacion
¿Cómo seleccionar un texto?,1,"Aprende los distintos métodos con lo que puedes seleccionar un texto en programas como Word o Pages.

",https://edu.gcfglobal.org/es/procesadores-de-texto/,Espanol,procador-de-texto
Fuente de un texto,2,Aprende qué es una fuente y qué tipos de fuente existen en un procesador de texto.,https://edu.gcfglobal.org/es/procesadores-de-texto/,Espanol,procador-de-texto
"Copiar, cortar y pegar ",3,Conoce para qué sirven estas tres funciones y cómo se emplean en los distintos procesadores de texto.,https://edu.gcfglobal.org/es/procesadores-de-texto/,Espanol,procador-de-texto
Interlineado y espaciado,4,Aprende fácilmente a establecer el espaciado y el interlineado de un documento.,https://edu.gcfglobal.org/es/procesadores-de-texto/,Espanol,procador-de-texto
Herramienta Insertar,5,​¿Qué es la herramienta Insertar y qué podemos hacer con ella en los procesadores de texto?​,https://edu.gcfglobal.org/es/procesadores-de-texto/,Espanol,procador-de-texto
Insertar un símbolo,6,Aprende a insertar símbolos y caracteres especiales en tus documentos.,https://edu.gcfglobal.org/es/procesadores-de-texto/,Espanol,procador-de-texto
Insertar viñetas,7,Aprende a establecer y utilizar viñetas en tus documentos en los diferentes procesadores de texto.,https://edu.gcfglobal.org/es/procesadores-de-texto/,Espanol,procador-de-texto
Test Procesadores de texto ,8,Descubre qué tanto aprendiste sobre los procesadores de texto con este rápido y sencillo test.,https://edu.gcfglobal.org/es/procesadores-de-texto/,Espanol,procador-de-texto
¿Cómo crear una diapositiva sencilla?,1,"Cómo crear una diapositiva sencilla en PowerPoint, Presentaciones de Google y Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Cómo insertar diapositivas,2,"Aprende a cambiar y agregar diapositivas en Powerpoint​, ​Presentaciones de Google o Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Insertar formas en diapositivas,3,"Aprende a insertar formas en diapositivas de Powerpoint​, ​Presentaciones de Google o Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Insertar relleno en formas,4,"Aprende a insertar relleno en formas de Powerpoint​, ​Presentaciones de Google o Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Cambiar el orden de las diapositivas,5,"Aprende a cambiar el orden de las diapositivas en Powerpoint​, ​Presentaciones de Google o Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Insertar un cuadro de texto,6,"Aprende a insertar un cuadro de texto en Powerpoint​, ​Presentaciones de Google o Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Insertar WordArt,7,"Aprende a insertar WordArt en Powerpoint​, ​Presentaciones de Google o Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Insertar imagen,8,"Aprende a insertar una imagen en Powerpoint​, ​Presentaciones de Google o Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
¿Cómo insertar un video?,9,"Aprende a insertar un video en Powerpoint​, ​Presentaciones de Google o Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Transiciones entre diapositivas,10,Conoce cómo las ​transiciones entre diapositivas​ hacen más atractivas tus presentaciones.,https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Eliminar diapositivas,11,Conoce cómo eliminar diapositivas de tus presentaciones básicas.,https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Agregar notas en diapositivas,12,Conoce la manera correcta de agregar notas a tus diapositivas en las presentaciones básicas.,https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Guardar presentaciones,13,"Aprende a guardar tus presentaciones en programas como PowerPoint, Presentaciones de Google y Keynote.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Tips para presentaciones,14,"Aprende a crear una presentación efectiva en PowerPoint, Presentaciones de Google y Keynote con estos siete consejos.",https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
Test Presentaciones básicas,15,Responde las siguientes preguntas para saber qué tanto aprendiste sobre presentaciones y diapositivas.,https://edu.gcfglobal.org/es/presentaciones-basicas/,Espanol,prentacion-basicas
¿Que es una celda de hoja de cálculo?,1,"Veamos qué es una celda, cómo insertar contenido en ella y cómo copiar, cortar y pegar.",https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
Filas y columnas,2,"Veamos cómo funcionan las filas y las columnas, cómo añadirlas y cómo eliminarlas.",https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
​¿Cómo trabajar con más de una hoja de cálculo?​​​,3, Aprende con nosotros qué es una hoja de cálculo y cómo trabajar con varias a la vez.,https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
Formato de número,4,Puedes configurar el formato del contenido de las celdas para que sea más fácil trabajar en una hoja de cálculo. Apréndelo aquí. ,https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
¿Qué es una fórmula?,5,¿Qué son y cómo funcionan las fórmulas en una hoja de cálculo? Apréndelo con nosotros.,https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
Copiar fórmula con autorrelleno,6,Veamos cómo copiar una fórmula en varias celdas a la vez usando la herramienta Autorelleno.,https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
Fórmulas complejas,7,Veamos cómo crear fórmulas complejas en una hoja de cálculo para hacer operaciones mixtas.,https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
Referencia absoluta,8,"Aprende qué es una referencia absoluta y qué es una referencia relativa. Además, ve cómo puedes usarlas al trabajar con hojas de cálculo.",https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
Referencia relativa,9,Veamos cómo puedes hacer referencias relativas de celdas a través de hojas de cálculo.,https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
¿Qué es una función en una hoja de cálculo?,10,¿Sabes qué son las funciones y para qué sirven en un programa de hojas de cálculo? Aquí te explicamos.,https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
Test Programas de hojas de cálculo ,11,Responde las siguientes preguntas y descubre qué tanto aprendiste con este curso de programas de hojas de cálculo.,https://edu.gcfglobal.org/es/programas-de-hojas-de-calculo/,Espanol,programas-de-hojas-de-calculo
¿Qué es Google Drive? ,1,Aprende qué es Google Drive y para qué sirve este popular servidor de almacenamiento en la nube.,https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
Google Drive vs. Microsoft OneDrive vs. DropBox,2,"Conoce las similitudes y diferencias entre los servidores de almacenamiento en la nube: Google Drive​, OneDrive​ y Dropbox.",https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
¿Cómo iniciar sesión en Google Drive?,3,Aprende cómo iniciar sesión en tu cuenta de Google Drive.,https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
¿Cómo subir un archivo a Google Drive?,4,"Si quieres aprender a subir un archivo o carpeta en Google Drive, sigue estos pasos: ",https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
¿Cómo crear un nuevo archivo en Google Drive?,5,En esta página te enseñaremos a crear un nuevo archivo en Google Drive.,https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
¿Cómo compartir archivos en Google Drive?,6,En esta página te mostramos cómo compartir archivos en Google Drive con otras personas.,https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
 ¿Cómo descargar un archivo en Google Drive?,7,Aprende cómo descargar archivos de Google Drive en tu dispositivo. ,https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
¿Cómo eliminar un archivo en Google Drive?,8,En esta página aprenderás a eliminar un archivo en Google Drive.,https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
​¿Cómo liberar espacio en Google Drive?,9,"Si deseas liberar espacio en Google Drive, realiza lo siguiente:",https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
¿Cómo descargar la aplicación de Google Drive para PC?,10, En esta página te mostramos cómo descargar e instalar Google Drive en tu PC. ,https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
 ¿Cómo descargar la aplicación de Google Drive en celulares?,11,"Si quieres descargar la aplicación de Google Drive en tu celular, solo sigue estos pasos:",https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
¿Cómo subir un archivo a Google Drive desde el celular? ,12," Si quieres aprender a subir un archivo desde tu celular, sigue leyendo:",https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
Test Google Drive,13,Responde las siguientes preguntas y descubre qué tanto aprendiste en el curso de Google Drive.,https://edu.gcfglobal.org/es/google-drive/,Espanol,google-drive
Google Slides vs. PowerPoint,1,Conoce cuáles son las similitudes y diferencias de las plataformas de presentación más populares: Google Slides y PowerPoint.,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
 ¿Cómo crear una presentación en Google Slides?,2,"Presentaciones de Google es una herramienta que te permite crear y dar formato a diapositivas, además de trabajar en línea con otros usuarios. Aprende a crear una presentación en Google Slides.",https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo importar presentaciones en Google Slides?,3,Aprende a importar una presentación de PowerPoint o en otro formato a Google Slides.,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
Temas y diseño de diapositivas en Google Slides,4,Aprende a cambiar el tema y el diseño de tus presentaciones en Google Slides.,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo agregar y editar plantillas gratuitas en Google Slides?,5,Aprende a utilizar plantillas de presentaciones con diseños y elementos preestablecidos en tus diapositivas de Google Slides.,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo Insertar y personalizar textos en Google Slides?,6,"En las presentaciones de Google tienes varias posibilidades para dar formato al texto y cambiar su apariencia, ¡aprende cómo hacerlo!",https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo insertar imágenes y formas en Google Slides?,7,Aprende a añadir uno de los elementos más utilizados en las presentaciones: las imágenes y las formas. ¡Sigue viendo!,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo crear y personalizar tablas en Google Slides?,8,"​Aprende a organizar la información de tu presentación de Google Slides con una tabla, mira cómo se hace:",https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo insertar diagramas y gráficos en Google Slides?,9,En esta página te enseñaremos cómo insertar diagramas y gráficos en Google Slides.,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo insertar audios y vídeos en Google Slides?,10,"Aprende a añadir audios y videos en tus presentaciones de Google Slides fácilmente, ¡sigue viendo!",https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
Animaciones y transiciones en Google Slides,11,"Las presentaciones no tienen porque ser aburridas. Puedes darle vida al agregar animaciones o transiciones a tus diapositivas, mira lo fácil que es: ",https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo reproducir una presentación en Google Slides?,12,Google Slides tiene diferentes modos de visualización con los que puedes sacar mucho partido en tus presentaciones. Aprende cómo puedes hacerlo:,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
 ¿Cómo compartir un archivo en Google Slides?,13,"​Aprende a compartir una presentación con otras personas en tan solo 6 pasos, ¡sigue leyendo!",https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo descargar y convertir presentaciones de Google Slides?,14,"Si deseas crear un folleto de una presentación de Google Slides, puedes exportarlo como PDF o como una diapositiva de PowerPoint, mira lo sencillo que es.",https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo imprimir una presentación de Google Slides?,15,Imprimir una presentación en Google Slides es muy fácil. Aprende a hacerlo con nosotros.,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
Test Google Slides,16,Descubre qué tanto aprendiste sobre Google Slides respondiendo estas sencillas preguntas. ,https://edu.gcfglobal.org/es/google-slides/,Espanol,google-slid
¿Cómo crear un documento de Google?,1,Aprende a crear un documento en Google Docs.,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
¿Cómo subir un documento a Google Docs?,2,"En esta página te enseñaremos a subir un documento y editarlo en Google Docs, ¡sigue leyendo!",https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
¿Cómo usar una plantilla en Google Docs?,3,Aprende a crear una plantilla de un documento en Google Docs en tan solo cinco pasos:,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
Configuración de un documento en Google Docs,4,​¿Sabías que en Google Docs puedes cambiar el tamaño y la orientación de tus documentos? Aquí te enseñaremos cómo hacerlo.,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
Formato de texto en Google Docs,5,Google Docs te ofrece una variedad de opciones de formato de texto que puedes usar para modificar la apariencia de tu documento. Aprende cómo hacerlo aquí:,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
Formato de párrafo en Google Docs,6,"Aprende a modificar el interlineado, el espaciado y la sangría en tu documento en Google Docs.",https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
Revisión de Ortografía en Google Docs,7,Aprende cómo corregir los errores de ortografía en tus documentos de Google Docs de la manera más fácil y práctica.,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
¿Cómo insertar tablas e imágenes en Google Docs?,8,"En esta página te enseñaremos cómo insertar tablas e imágenes en Google Docs.

",https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
 ¿Cómo compartir un documento de Google Docs?,9,"Mira lo fácil y rápido que es compartir un documento de Google Docs con tus amigos y contactos, ¡sigue leyendo!",https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
¿Cómo usar las herramientas de edición en Google docs?,10,Aprende a usar las herramientas de edición en tus trabajos colaborativos de Google Docs.,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
¿Cómo descargar y convertir documentos de Google Docs?,11,​Mira lo rápido y sencillo que es descargar y convertir documentos de Google Docs.,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
¿Cómo imprimir un documento de Google?,12,¡Mira lo rápido y fácil que es imprimir tu documento en Google Docs!,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
Test Google Docs,13,Descubre qué tanto aprendiste en este curso de Google Docs.,https://edu.gcfglobal.org/es/google-docs/,Espanol,google-docs
¿Qué es Google Meet?,1,Aprende qué es Google Meet y para qué sirve esta plataforma de videollamadas.,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
Google Meet vs. Zoom: ¿cuál es mejor?,2,¿Quieres conocer cuáles son las diferencias y similitudes entre Google Meet y Zoom? Aquí te explicaremos todo sobre estos servicios de videollamadas.,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo crear una reunión en Google Meet?,3,En esta página te enseñaremos a crear una reunión en Google Meet. ¡Sigue leyendo!,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo unirse a una reunión en Google Meet?,4,Aquí te mostraremos cómo puedes unirte a una reunión en Google Meet desde un enlace y mediante Google Calendar. ,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo configurar la cámara y el micrófono en Google Meet?,5,"Aprende a ajustar tu cámara en Meet para participar activamente en tus reuniones. Incluso, ¡lo puedes hacer durante una videollamada! Mira cómo hacerlo:",https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo activar los subtítulos en Google Meet?,6,Aprende a activar los subtítulos automáticos y la traducción en tiempo real en Google Meet. ,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo usar los efectos visuales en Google Meet?,7,"Los efectos visuales son filtros, fondos y efectos divertidos que puedes utilizar en tus videollamadas por Google Meet. Si quieres aprender a usarlos, ¡sigue estos pasos!",https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo compartir pantalla en una reunión de Google Meet?,8,Mira lo sencillo que es compartir pantalla en una reunión de Google Meet.,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo compartir una pizarra virtual en una reunión de Google Meet?,9,Aprende a compartir una pizarra virtual en una reunión de Google Meet.,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo grabar una reunión de Google Meet como anfitrión?,10,En esta página te enseñaremos cómo grabar una reunión de Google Meet como anfitrión.,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo instalar Google Meet en el celular?,11,Mira lo fácil que es descargar la aplicación de Google Meet en tu celular. Solo sigue estos pasos:,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo iniciar sesión en Google Meet desde el celular?,12,Aprende cómo iniciar sesión en tu cuenta de Google Meet.,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
¿Cómo usar Google Meet en el celular?,13,"En esta página te enseñamos a usar la aplicación móvil de Google Meet, ¡comencemos!",https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
Test Google Meet,14,Responde las siguientes preguntas para saber qué tanto aprendiste sobre Google Meet.,https://edu.gcfglobal.org/es/google-meet/,Espanol,google-meet
Elementos básicos de la geometría,1,"Aquí encontrarás los conceptos más básicos de la geometría, tales como el punto, la recta, el plano y le espacio.  También encontrarás la relación de dichos conceptos con el de dimensión espacial.",https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Segmentos,2,Conoce objetos geométricos como los segmentos y las mediatrices o semirrectas.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Rayos o semirrectas,3,Aprende todo sobre las semirrectas o rayos aquí.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Posición relativa de puntos,4,Aquí aprenderás a describir la posición relativa entre puntos.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
"Propiedades de puntos, líneas y planos",5,"Aprende algunas propiedades de puntos, líneas y planos.",https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Las dimensiones,6,"¿Sabes a qué se refieren los términos 3D, 2D, etc.?  En esta página conocerás las diferentes dimensiones.",https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Ángulos,7,Aquí aprenderás qué son los ángulos y cuál es su notación.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
El sistema sexagesimal,8,Aprende qué es el sistema sexagesimal y cómo usarlo aquí.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Suma de ángulos,9,Aprende a sumar y restar ángulos tanto gráfica como analíticamente.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Resta de ángulos,10,Aprende a restar ángulos de manera interactiva aquí.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Ángulos congruentes,11,Conoce qué son ángulos congruentes.  Aprende además qué es la bisectriz.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Tipos de ángulos,12,Descubre cómo se clasifican los ángulos y qué tipos existen.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Posición relativa de rectas,13,"Aprende a identificar cuando un par de rectas son paralelas, perpendiculares u oblicuas.",https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Propiedades de las paralelas y perpendiculares,14,Aprende a reconocer las principales propiedades de las rectas paralelas y perpendiculares.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Rectas paralelas cortadas por una secante,15,"Aprende a diferenciar los ángulos alternos, internos, externos, correspondientes y conjugados",https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
Test Geometría básica ,16,¿Quieres saber qué tanto aprendiste sobre geometría básica? Responde este test fácil y rápido.,https://edu.gcfglobal.org//es/geometria-basica/,Espanol,geometria-basica
¿Qué es un conjunto?,1,"Conoce qué es un conjunto, cómo se representan y definen.",https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Notación de conjuntos,2,"En esta página aprenderás las formas de describir, definir y notar conjuntos",https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Clases de conjuntos,3,Conoce los distintos tipos de conjuntos,https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Conjuntos coordinables o equipotentes,4,¿Qué son los conjuntos coordinables o equipotentes y cómo se forma un subconjunto?,https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Relaciones entre conjuntos y elementos,5,"En está lección aprenderás sobre los conjuntos, el concepto de pertenencia y su representación.",https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Relación de contenencia,6,En esta página encontrarás toda la información sobre la relación de contenencia entre conjuntos.,https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Relación de igualdad,7,Aquí aprenderás a reconocer cuando dos conjuntos son iguales.,https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Operaciones entre conjuntos,8,Conoce cómo se simboliza la relación entre dos o más conjuntos.,https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Problemas de conjuntos,9,En esta página podrás aprender como usar el concepto de conjunto para resolver cierto tipo de problemas.,https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
Evaluación,10,Aquí encontrarás un pequeño test donde podrás medir cuánto saber sobre los conjuntos.,https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
La representación de los conjuntos,11,Una forma fácil de entender los conjuntos es por medio de representación gráfica,https://edu.gcfglobal.org//es/los-conjuntos/,Espanol,los-conjuntos
¿Qué son los conjuntos numéricos?,1,¿Por qué existen distintas clases de números?,https://edu.gcfglobal.org//es/los-numeros/,Espanol,los-numeros
¿Qué son los números naturales?,2,Estudiaremos el conjunto más importante en el mundo de las matemáticas: los números naturales.,https://edu.gcfglobal.org//es/los-numeros/,Espanol,los-numeros
