Type,Name,Course
Modules,Compétence technologique,Vendre en ligne
Modules, Sondage,Vendre en ligne
Modules,Ressources,Vendre en ligne
Introduction,Histoire,Sites Web efficaces
Modules,Concept commercial,Sites Web efficaces
Modules,Compétence technologique,Sites Web efficaces
Modules, Sondage,Sites Web efficaces
Modules,Ressources,Sites Web efficaces
Introduction,Histoire,Gestion de la relation client (CRM)
Modules,Concept commercial,Gestion de la relation client (CRM)
Modules,Compétence technologique,Gestion de la relation client (CRM)
Modules, Sondage,Gestion de la relation client (CRM)
Modules,Ressources,Gestion de la relation client (CRM)
Introduction,Histoire,L'art de vendre : Principes fondamentaux de la vente
Modules,Concept commercial,L'art de vendre : Principes fondamentaux de la vente
Modules,Compétence technologique,L'art de vendre : Principes fondamentaux de la vente
Modules, Sondage,L'art de vendre : Principes fondamentaux de la vente
Introduction,Histoire,Marketing sur les réseaux sociaux 
Modules,Concept commercial,Marketing sur les réseaux sociaux 
Modules,Compétence technologique,Marketing sur les réseaux sociaux 
Modules, Sondage,Marketing sur les réseaux sociaux 
Modules,Ressources,Marketing sur les réseaux sociaux 
Introduction,Histoire,Avantages contre caractéristiques
Modules,Concept commercial,Avantages contre caractéristiques
Modules,Compétence technologique,Avantages contre caractéristiques
Modules, Sondage,Avantages contre caractéristiques
Modules,Ressources,Avantages contre caractéristiques
Introduction,Histoire,Fixer les prix
Modules,Concept commercial,Fixer les prix
Modules,Compétence technologique,Fixer les prix
Modules, Sondage,Fixer les prix
Modules,Ressources,Fixer les prix
Introduction,Histoire,Gestion d'inventaire
Modules,Concept commercial,Gestion d'inventaire
Modules,Compétence technologique,Gestion d'inventaire
Modules, Sondage,Gestion d'inventaire
Modules,Ressources,Gestion d'inventaire
Introduction,Histoire,Embaucher du personnel
Modules,Concept commercial,Embaucher du personnel
Modules,Compétence technologique,Embaucher du personnel
Modules, Sondage,Embaucher du personnel
Modules,Ressources,Embaucher du personnel
Introduction,Histoire,Efficacité énergétique : Faire davantage avec moins
Modules,Concept commercial,Efficacité énergétique : Faire davantage avec moins
Modules,Compétence technologique,Efficacité énergétique : Faire davantage avec moins
Modules, Sondage,Efficacité énergétique : Faire davantage avec moins
Modules,Ressources,Efficacité énergétique : Faire davantage avec moins
Introduction,Histoire,L'informatique au service de mon entreprise
Modules,Concept commercial,L'informatique au service de mon entreprise
Modules,Compétence technologique,L'informatique au service de mon entreprise
Modules, Sondage,L'informatique au service de mon entreprise
Modules,Ressources,L'informatique au service de mon entreprise
Introduction,Story,Effective Presentations
Modules,Business Concept,Effective Presentations
Modules,Technology Skill,Effective Presentations
Modules, Survey,Effective Presentations
Modules,Resources,Effective Presentations
Introduction,Story,Effective Leadership
Modules,Business Concept,Effective Leadership
Modules,Technology Skill,Effective Leadership
Modules, Survey,Effective Leadership
Modules,Resources,Effective Leadership
Introduction,Story,Business Email
Modules,Business Concept,Business Email
Modules,Technology Skill,Business Email
Modules, Survey,Business Email
Modules,Resources,Business Email
Introduction,Story,Business Communications 
Modules,Business Concept,Business Communications 
Modules,Technology Skill,Business Communications 
Modules, Survey,Business Communications 
Modules,Resources,Business Communications 
Introduction,Story,Presenting Data
Modules,Business Concept,Presenting Data
Modules,Technology Skill,Presenting Data
Modules, Survey,Presenting Data
Modules,Resources,Presenting Data
Introduction,Story,Circular Economy
Modules,Business Concept,Circular Economy
Modules,Technology Skill,Circular Economy
Modules, Survey,Circular Economy
Modules,Resources,Circular Economy
Introduction,Story,Starting a Small Business
Modules,Business Concept,Starting a Small Business
Modules,Technology Skill,Starting a Small Business
Modules, Survey,Starting a Small Business
Modules,Resources,Starting a Small Business
Introduction,Story,Social Entrepreneurship
Modules,Business Concept,Social Entrepreneurship
Modules,Case Studies,Social Entrepreneurship
Modules,Technology Skill,Social Entrepreneurship
Modules, Survey,Social Entrepreneurship
Introduction,Story,Growth Engine for Your Business
Modules,Business Concept,Growth Engine for Your Business
Modules,Technology Skill,Growth Engine for Your Business
Modules, Survey,Growth Engine for Your Business
Modules,Resources,Growth Engine for Your Business
Introduction,Story,3D Printing
Modules,Business Concept,3D Printing
Modules,Technology Skill,3D Printing
Modules, Survey,3D Printing
Modules,Resources,3D Printing
Introduction,Story,Success Mindset
Modules,Business Concept,Success Mindset
Modules,Technology Skill,Success Mindset
Modules, Survey,Success Mindset
Modules,Resources,Success Mindset
Introduction,Story,Design Thinking
Modules,Business Concept,Design Thinking
Modules,Technology Skill,Design Thinking
Modules, Survey,Design Thinking
Modules,Resources,Design Thinking
Introduction,Story,Strategic Planning
Modules,Business Concept,Strategic Planning
Modules,Technology Skill,Strategic Planning
Modules, Survey,Strategic Planning
Modules,Resources,Strategic Planning
Introduction,Story,Cash Flow
Modules,Business Concept,Cash Flow
Modules,Technology Skill,Cash Flow
Modules, Survey,Cash Flow
Modules,Resources,Cash Flow
Introduction,Story,Basics of Finance
Modules,Business Concept,Basics of Finance
Modules,Technology Skill,Basics of Finance
Modules, Survey,Basics of Finance
Modules,Resources,Basics of Finance
Introduction,Story,Profit and Loss
Modules,Business Concept,Profit and Loss
Modules,Technology Skill,Profit and Loss
Modules, Survey,Profit and Loss
Modules,Resources,Profit and Loss
Introduction,Story,Finding Funding
Modules,Business Concept,Finding Funding
Modules,Technology Skill,Finding Funding
Modules, Survey,Finding Funding
Modules,Resources,Finding Funding
Introduction,Story,Sales Forecasting
Modules,Business Concept,Sales Forecasting
Modules,Technology Skill,Sales Forecasting
Modules, Survey,Sales Forecasting
Modules,Resources,Sales Forecasting
Introduction,Story,Unique Value Proposition
Modules,Business Concept,Unique Value Proposition
Modules,Technology Skill,Unique Value Proposition
Modules, Survey,Unique Value Proposition
Modules,Resources,Unique Value Proposition
Introduction,Story,"Your Target Audience
"
Modules,Business Concept,"Your Target Audience
"
Modules,Technology Skill,"Your Target Audience
"
Modules, Survey,"Your Target Audience
"
Modules,Resources,"Your Target Audience
"
Introduction,Story,Selling Online
Modules,Business Concept,Selling Online
Modules,Technology Skill,Selling Online
Modules, Survey,Selling Online
Modules,Resources,Selling Online
Introduction,Story,Effective Business Websites
Modules,Business Concept,Effective Business Websites
Modules,Technology Skill,Effective Business Websites
Modules, Survey,Effective Business Websites
Modules,Resources,Effective Business Websites
Introduction,Story,Customer Relationship Management
Modules,Business Concept,Customer Relationship Management
Modules,Technology Skill,Customer Relationship Management
Modules, Survey,Customer Relationship Management
Modules,Resources,Customer Relationship Management
Introduction,Story,The Art of Sales: Fundamentals of Selling
Modules,Business Concept,The Art of Sales: Fundamentals of Selling
Modules,Technology Skill,The Art of Sales: Fundamentals of Selling
Modules, Survey,The Art of Sales: Fundamentals of Selling
Introduction,Story,Marketing Benefits vs. Features
Modules,Business Concept,Marketing Benefits vs. Features
Modules,Technology Skill,Marketing Benefits vs. Features
Modules, Survey,Marketing Benefits vs. Features
Modules,Resources,Marketing Benefits vs. Features
Introduction,Story,Setting Prices
Modules,Business Concept,Setting Prices
Modules,Technology Skill,Setting Prices
Modules, Survey,Setting Prices
Modules,Resources,Setting Prices
Introduction,Story,Social Media Marketing
Modules,Business Concept,Social Media Marketing
Modules,Technology Skill,Social Media Marketing
Modules, Survey,Social Media Marketing
Modules,Resources,Social Media Marketing
Introduction,Story,Inventory Management
Modules,Business Concept,Inventory Management
Modules,Technology Skill,Inventory Management
Modules, Survey,Inventory Management
Modules,Resources,Inventory Management
Introduction,Story,IT for Business Success
Modules,Business Concept,IT for Business Success
Modules,Technology Skill,IT for Business Success
Modules, Survey,IT for Business Success
Modules,Resources,IT for Business Success
Introduction,Story,Energy Efficiency: Do More for Less
Modules,Business Concept,Energy Efficiency: Do More for Less
Modules,Technology Skill,Energy Efficiency: Do More for Less
Modules, Survey,Energy Efficiency: Do More for Less
Modules,Resources,Energy Efficiency: Do More for Less
Introduction,Story,Hiring Staff
Modules,Business Concept,Hiring Staff
Modules,Technology Skill,Hiring Staff
Modules, Survey,Hiring Staff
Modules,Resources,Hiring Staff
المقدمة,القصة,المحاضرات الفعّالة
وحدات,مفهوم الأعمال,المحاضرات الفعّالة
وحدات,المهارات التقنية,المحاضرات الفعّالة
وحدات, الاستطلاع,المحاضرات الفعّالة
وحدات,"الموارد
",المحاضرات الفعّالة
المقدمة,القصة,البريد الإلكتروني للعمل
وحدات,مفهوم الأعمال,البريد الإلكتروني للعمل
وحدات,المهارات التقنية,البريد الإلكتروني للعمل
وحدات, الاستطلاع,البريد الإلكتروني للعمل
وحدات,"الموارد
",البريد الإلكتروني للعمل
المقدمة,القصة,القيادة الفعّالة
وحدات,مفهوم الأعمال,القيادة الفعّالة
وحدات,المهارات التقنية,القيادة الفعّالة
وحدات, الاستطلاع,القيادة الفعّالة
وحدات,"الموارد
",القيادة الفعّالة
المقدمة,القصة,عرض البيانات
وحدات,مفهوم الأعمال,عرض البيانات
وحدات,المهارات التقنية,عرض البيانات
وحدات, الاستطلاع,عرض البيانات
وحدات,"الموارد
",عرض البيانات
المقدمة,القصة,عمليات التواصل في العمل
وحدات,مفهوم الأعمال,عمليات التواصل في العمل
وحدات,المهارات التقنية,عمليات التواصل في العمل
وحدات, الاستطلاع,عمليات التواصل في العمل
وحدات,"الموارد
",عمليات التواصل في العمل
المقدمة,القصة,لاقتصاد الدائري
وحدات,مفهوم الأعمال,لاقتصاد الدائري
وحدات,المهارات التقنية,لاقتصاد الدائري
وحدات, الاستطلاع,لاقتصاد الدائري
وحدات,"الموارد
",لاقتصاد الدائري
المقدمة,القصة,تأسيس مشروع صغير
وحدات,مفهوم الأعمال,تأسيس مشروع صغير
وحدات,المهارات التقنية,تأسيس مشروع صغير
وحدات, الاستطلاع,تأسيس مشروع صغير
وحدات,"الموارد
",تأسيس مشروع صغير
المقدمة,القصة,ريادة الأعمال الاجتماعية 
وحدات,مفهوم الأعمال,ريادة الأعمال الاجتماعية 
وحدات, دراسات الحالة,ريادة الأعمال الاجتماعية 
وحدات,المهارات التقنية,ريادة الأعمال الاجتماعية 
وحدات, الاستطلاع,ريادة الأعمال الاجتماعية 
المقدمة,القصة,محركات النمو
وحدات,مفهوم الأعمال,محركات النمو
وحدات,المهارات التقنية,محركات النمو
وحدات, الاستطلاع,محركات النمو
وحدات,"الموارد
",محركات النمو
المقدمة,القصة,الطباعة ثلاثية الأبعاد
وحدات,مفهوم الأعمال,الطباعة ثلاثية الأبعاد
وحدات,المهارات التقنية,الطباعة ثلاثية الأبعاد
وحدات, الاستطلاع,الطباعة ثلاثية الأبعاد
وحدات,"الموارد
",الطباعة ثلاثية الأبعاد
المقدمة,القصة,العقلية الناجحة
وحدات,مفهوم الأعمال,العقلية الناجحة
وحدات,المهارات التقنية,العقلية الناجحة
وحدات, الاستطلاع,العقلية الناجحة
وحدات,"الموارد
",العقلية الناجحة
المقدمة,القصة,التفكير التصميمي
وحدات,مفهوم الأعمال,التفكير التصميمي
وحدات,المهارات التقنية,التفكير التصميمي
وحدات, الاستطلاع,التفكير التصميمي
وحدات,"الموارد
",التفكير التصميمي
المقدمة,القصة,التخطيط الاستراتيجي
وحدات,مفهوم الأعمال,التخطيط الاستراتيجي
وحدات,المهارات التقنية,التخطيط الاستراتيجي
وحدات, الاستطلاع,التخطيط الاستراتيجي
وحدات,"الموارد
",التخطيط الاستراتيجي
المقدمة,القصة,التدفق النقدي
وحدات,مفهوم الأعمال,التدفق النقدي
وحدات,المهارات التقنية,التدفق النقدي
وحدات, الاستطلاع,التدفق النقدي
وحدات,"الموارد
",التدفق النقدي
المقدمة,القصة,أساسيات التمويل
وحدات,مفهوم الأعمال,أساسيات التمويل
وحدات,المهارات التقنية,أساسيات التمويل
وحدات, الاستطلاع,أساسيات التمويل
وحدات,"الموارد
",أساسيات التمويل
المقدمة,القصة,الأرباح والخسائر
وحدات,مفهوم الأعمال,الأرباح والخسائر
وحدات,المهارات التقنية,الأرباح والخسائر
وحدات, الاستطلاع,الأرباح والخسائر
وحدات,"الموارد
",الأرباح والخسائر
المقدمة,القصة,البحث عن التمويل
وحدات,مفهوم الأعمال,البحث عن التمويل
وحدات,المهارات التقنية,البحث عن التمويل
وحدات, الاستطلاع,البحث عن التمويل
وحدات,"الموارد
",البحث عن التمويل
المقدمة,القصة,توقع المبيعات
وحدات,مفهوم الأعمال,توقع المبيعات
وحدات,المهارات التقنية,توقع المبيعات
وحدات, الاستطلاع,توقع المبيعات
وحدات,"الموارد
",توقع المبيعات
المقدمة,القصة,مقترح القيمة الفريدة
وحدات,مفهوم الأعمال,مقترح القيمة الفريدة
وحدات,المهارات التقنية,مقترح القيمة الفريدة
وحدات, الاستطلاع,مقترح القيمة الفريدة
وحدات,"الموارد
",مقترح القيمة الفريدة
المقدمة,القصة,البداية: ما جمهورك المستهدف؟
وحدات,مفهوم الأعمال,البداية: ما جمهورك المستهدف؟
وحدات,المهارات التقنية,البداية: ما جمهورك المستهدف؟
وحدات, الاستطلاع,البداية: ما جمهورك المستهدف؟
وحدات,"الموارد
",البداية: ما جمهورك المستهدف؟
المقدمة,القصة,البيع عبر الإنترنت
وحدات,مفهوم الأعمال,البيع عبر الإنترنت
وحدات,المهارات التقنية,البيع عبر الإنترنت
وحدات, الاستطلاع,البيع عبر الإنترنت
وحدات,"الموارد
",البيع عبر الإنترنت
المقدمة,القصة,مواقع الويب الفعالة
وحدات,مفهوم الأعمال,مواقع الويب الفعالة
وحدات,المهارات التقنية,مواقع الويب الفعالة
وحدات, الاستطلاع,مواقع الويب الفعالة
وحدات,"الموارد
",مواقع الويب الفعالة
المقدمة,القصة,علاقات العملاء
وحدات,مفهوم الأعمال,علاقات العملاء
وحدات,المهارات التقنية,علاقات العملاء
وحدات, الاستطلاع,علاقات العملاء
وحدات,"الموارد
",علاقات العملاء
المقدمة,القصة,أساسيات فن البيع
وحدات,مفهوم الأعمال,أساسيات فن البيع
وحدات,المهارات التقنية,أساسيات فن البيع
وحدات, الاستطلاع,أساسيات فن البيع
المقدمة,القصة,التسويق عبر شبكات التواصل الاجتماعي
وحدات,مفهوم الأعمال,التسويق عبر شبكات التواصل الاجتماعي
وحدات,المهارات التقنية,التسويق عبر شبكات التواصل الاجتماعي
وحدات, الاستطلاع,التسويق عبر شبكات التواصل الاجتماعي
وحدات,"الموارد
",التسويق عبر شبكات التواصل الاجتماعي
المقدمة,القصة,تحديد الأسعار
وحدات,مفهوم الأعمال,تحديد الأسعار
وحدات,المهارات التقنية,تحديد الأسعار
وحدات, الاستطلاع,تحديد الأسعار
وحدات,"الموارد
",تحديد الأسعار
المقدمة,القصة,مزايا التسويق مقارنةً بالخصائص
وحدات,مفهوم الأعمال,مزايا التسويق مقارنةً بالخصائص
وحدات,المهارات التقنية,مزايا التسويق مقارنةً بالخصائص
وحدات, الاستطلاع,مزايا التسويق مقارنةً بالخصائص
وحدات,"الموارد
",مزايا التسويق مقارنةً بالخصائص
المقدمة,القصة,تعيين الموظفين
وحدات,مفهوم الأعمال,تعيين الموظفين
وحدات,المهارات التقنية,تعيين الموظفين
وحدات, الاستطلاع,تعيين الموظفين
وحدات,"الموارد
",تعيين الموظفين
المقدمة,القصة,كفاءة استخدام الطاقة: إنجاز أكثر بتكلفة أقل
وحدات,مفهوم الأعمال,كفاءة استخدام الطاقة: إنجاز أكثر بتكلفة أقل
وحدات,المهارات التقنية,كفاءة استخدام الطاقة: إنجاز أكثر بتكلفة أقل
وحدات, الاستطلاع,كفاءة استخدام الطاقة: إنجاز أكثر بتكلفة أقل
وحدات,"الموارد
",كفاءة استخدام الطاقة: إنجاز أكثر بتكلفة أقل
المقدمة,القصة,إدارة المخزون
وحدات,مفهوم الأعمال,إدارة المخزون
وحدات,المهارات التقنية,إدارة المخزون
وحدات, الاستطلاع,إدارة المخزون
وحدات,"الموارد
",إدارة المخزون
المقدمة,القصة,تكنولوجيا المعلومات لنجاح الأعمال
وحدات,مفهوم الأعمال,تكنولوجيا المعلومات لنجاح الأعمال
وحدات,المهارات التقنية,تكنولوجيا المعلومات لنجاح الأعمال
وحدات, الاستطلاع,تكنولوجيا المعلومات لنجاح الأعمال
وحدات,"الموارد
",تكنولوجيا المعلومات لنجاح الأعمال
परिचय,कहानी मॉड्यूल ,प्रभावशाली प्रस्तुतियाँ
 मॉड्यूल,व्यापार की अवधारणा,प्रभावशाली प्रस्तुतियाँ
 मॉड्यूल,प्रौद्योगिकी कौशल,प्रभावशाली प्रस्तुतियाँ
 मॉड्यूल, सर्वेक्षण,प्रभावशाली प्रस्तुतियाँ
 मॉड्यूल,साधन,प्रभावशाली प्रस्तुतियाँ
परिचय,कहानी मॉड्यूल ,व्यावसायिक ईमेल
 मॉड्यूल,व्यापार की अवधारणा,व्यावसायिक ईमेल
 मॉड्यूल,प्रौद्योगिकी कौशल,व्यावसायिक ईमेल
 मॉड्यूल, सर्वेक्षण,व्यावसायिक ईमेल
 मॉड्यूल,साधन,व्यावसायिक ईमेल
परिचय,कहानी मॉड्यूल ,डेटा की प्रस्तुति
 मॉड्यूल,व्यापार की अवधारणा,डेटा की प्रस्तुति
 मॉड्यूल,प्रौद्योगिकी कौशल,डेटा की प्रस्तुति
 मॉड्यूल, सर्वेक्षण,डेटा की प्रस्तुति
 मॉड्यूल,साधन,डेटा की प्रस्तुति
परिचय,कहानी मॉड्यूल ,व्यावसायिक संचार
 मॉड्यूल,व्यापार की अवधारणा,व्यावसायिक संचार
 मॉड्यूल,प्रौद्योगिकी कौशल,व्यावसायिक संचार
 मॉड्यूल, सर्वेक्षण,व्यावसायिक संचार
 मॉड्यूल,साधन,व्यावसायिक संचार
परिचय,कहानी मॉड्यूल ,प्रभावशाली नेतृत्व
 मॉड्यूल,व्यापार की अवधारणा,प्रभावशाली नेतृत्व
 मॉड्यूल,प्रौद्योगिकी कौशल,प्रभावशाली नेतृत्व
 मॉड्यूल, सर्वेक्षण,प्रभावशाली नेतृत्व
 मॉड्यूल,साधन,प्रभावशाली नेतृत्व
परिचय,कहानी मॉड्यूल ,सर्कुलर इकोनॉमी
 मॉड्यूल,व्यापार की अवधारणा,सर्कुलर इकोनॉमी
 मॉड्यूल,प्रौद्योगिकी कौशल,सर्कुलर इकोनॉमी
 मॉड्यूल, सर्वेक्षण,सर्कुलर इकोनॉमी
 मॉड्यूल,साधन,सर्कुलर इकोनॉमी
परिचय,कहानी मॉड्यूल ,एक छोटा व्यवसाय शुरू करना
 मॉड्यूल,व्यापार की अवधारणा,एक छोटा व्यवसाय शुरू करना
 मॉड्यूल,प्रौद्योगिकी कौशल,एक छोटा व्यवसाय शुरू करना
 मॉड्यूल, सर्वेक्षण,एक छोटा व्यवसाय शुरू करना
 मॉड्यूल,साधन,एक छोटा व्यवसाय शुरू करना
परिचय,कहानी मॉड्यूल ,सामाजिक उद्यमिता
 मॉड्यूल,व्यापार की अवधारणा,सामाजिक उद्यमिता
 मॉड्यूल,स्थिति अध्ययन,सामाजिक उद्यमिता
 मॉड्यूल,प्रौद्योगिकी कौशल,सामाजिक उद्यमिता
 मॉड्यूल, सर्वेक्षण,सामाजिक उद्यमिता
परिचय,कहानी मॉड्यूल ,विकास इंजिन
 मॉड्यूल,व्यापार की अवधारणा,विकास इंजिन
 मॉड्यूल,प्रौद्योगिकी कौशल,विकास इंजिन
 मॉड्यूल, सर्वेक्षण,विकास इंजिन
 मॉड्यूल,साधन,विकास इंजिन
परिचय,कहानी मॉड्यूल ,3D प्रिंटिंग
 मॉड्यूल,व्यापार की अवधारणा,3D प्रिंटिंग
 मॉड्यूल,प्रौद्योगिकी कौशल,3D प्रिंटिंग
 मॉड्यूल, सर्वेक्षण,3D प्रिंटिंग
 मॉड्यूल,साधन,3D प्रिंटिंग
परिचय,कहानी मॉड्यूल ,सफल सोच
 मॉड्यूल,व्यापार की अवधारणा,सफल सोच
 मॉड्यूल,प्रौद्योगिकी कौशल,सफल सोच
 मॉड्यूल, सर्वेक्षण,सफल सोच
 मॉड्यूल,साधन,सफल सोच
परिचय,कहानी मॉड्यूल ,अभिकल्प चिंतन
 मॉड्यूल,व्यापार की अवधारणा,अभिकल्प चिंतन
 मॉड्यूल,प्रौद्योगिकी कौशल,अभिकल्प चिंतन
 मॉड्यूल, सर्वेक्षण,अभिकल्प चिंतन
 मॉड्यूल,साधन,अभिकल्प चिंतन
परिचय,कहानी मॉड्यूल ,रणनीतिक आयोजन
 मॉड्यूल,व्यापार की अवधारणा,रणनीतिक आयोजन
 मॉड्यूल,प्रौद्योगिकी कौशल,रणनीतिक आयोजन
 मॉड्यूल, सर्वेक्षण,रणनीतिक आयोजन
 मॉड्यूल,साधन,रणनीतिक आयोजन
परिचय,कहानी मॉड्यूल ,नकदी प्रवाह
 मॉड्यूल,व्यापार की अवधारणा,नकदी प्रवाह
 मॉड्यूल,प्रौद्योगिकी कौशल,नकदी प्रवाह
 मॉड्यूल, सर्वेक्षण,नकदी प्रवाह
 मॉड्यूल,साधन,नकदी प्रवाह
परिचय,कहानी मॉड्यूल ,वित्त के मूलभूत सिद्धांत
 मॉड्यूल,व्यापार की अवधारणा,वित्त के मूलभूत सिद्धांत
 मॉड्यूल,प्रौद्योगिकी कौशल,वित्त के मूलभूत सिद्धांत
 मॉड्यूल, सर्वेक्षण,वित्त के मूलभूत सिद्धांत
 मॉड्यूल,साधन,वित्त के मूलभूत सिद्धांत
परिचय,कहानी मॉड्यूल ,लाभ और हानि
 मॉड्यूल,व्यापार की अवधारणा,लाभ और हानि
 मॉड्यूल,प्रौद्योगिकी कौशल,लाभ और हानि
 मॉड्यूल, सर्वेक्षण,लाभ और हानि
 मॉड्यूल,साधन,लाभ और हानि
परिचय,कहानी मॉड्यूल ,वित्तीय समर्थन प्राप्त करना
 मॉड्यूल,व्यापार की अवधारणा,वित्तीय समर्थन प्राप्त करना
 मॉड्यूल,प्रौद्योगिकी कौशल,वित्तीय समर्थन प्राप्त करना
 मॉड्यूल, सर्वेक्षण,वित्तीय समर्थन प्राप्त करना
 मॉड्यूल,साधन,वित्तीय समर्थन प्राप्त करना
परिचय,कहानी मॉड्यूल ,बिक्री का पूर्वानुमान
 मॉड्यूल,व्यापार की अवधारणा,बिक्री का पूर्वानुमान
 मॉड्यूल,प्रौद्योगिकी कौशल,बिक्री का पूर्वानुमान
 मॉड्यूल, सर्वेक्षण,बिक्री का पूर्वानुमान
 मॉड्यूल,साधन,बिक्री का पूर्वानुमान
परिचय,कहानी मॉड्यूल ,अद्वितीय मूल्य का प्रस्ताव
 मॉड्यूल,व्यापार की अवधारणा,अद्वितीय मूल्य का प्रस्ताव
 मॉड्यूल,प्रौद्योगिकी कौशल,अद्वितीय मूल्य का प्रस्ताव
 मॉड्यूल, सर्वेक्षण,अद्वितीय मूल्य का प्रस्ताव
 मॉड्यूल,साधन,अद्वितीय मूल्य का प्रस्ताव
परिचय,कहानी मॉड्यूल ,आपका लक्ष्य समूह
 मॉड्यूल,व्यापार की अवधारणा,आपका लक्ष्य समूह
 मॉड्यूल,प्रौद्योगिकी कौशल,आपका लक्ष्य समूह
 मॉड्यूल, सर्वेक्षण,आपका लक्ष्य समूह
 मॉड्यूल,साधन,आपका लक्ष्य समूह
परिचय,कहानी मॉड्यूल ,ऑनलाइन बिक्री
 मॉड्यूल,व्यापार की अवधारणा,ऑनलाइन बिक्री
 मॉड्यूल,प्रौद्योगिकी कौशल,ऑनलाइन बिक्री
 मॉड्यूल, सर्वेक्षण,ऑनलाइन बिक्री
 मॉड्यूल,साधन,ऑनलाइन बिक्री
परिचय,कहानी मॉड्यूल ,प्रभावशाली व्यावसायिक वेबसाइटें
 मॉड्यूल,व्यापार की अवधारणा,प्रभावशाली व्यावसायिक वेबसाइटें
 मॉड्यूल,प्रौद्योगिकी कौशल,प्रभावशाली व्यावसायिक वेबसाइटें
 मॉड्यूल, सर्वेक्षण,प्रभावशाली व्यावसायिक वेबसाइटें
